,Probability
0,0.39344038477139326
50,0.036948216952163944
100,0.07613465536528266
150,0.07952641942694133
200,0.09311634921013327
250,0.1079404371585156
300,0.10921173564050458
350,0.10368180147506521
400,0.0
450,0.0
500,0.0
550,0.0
600,0.0
650,0.0
700,0.0
750,0.0
800,0.0
850,0.0
900,0.0
950,0.0
1000,0.0
1050,0.0
1100,0.0
1150,0.0
1200,0.0
1250,0.0
1300,0.0
1350,0.0
1400,0.0
1450,0.0
1500,0.0
1550,0.0
1600,0.0
1650,0.0
1700,0.0
1750,0.0
1800,9.714451465470123e-17
